Phone timestamp;RR-interval [ms]
2023-08-07T15:08:12.463;931
2023-08-07T15:08:13.394;856
2023-08-07T15:08:14.250;808
2023-08-07T15:08:15.058;816
2023-08-07T15:08:15.874;844
2023-08-07T15:08:16.718;883
2023-08-07T15:08:17.601;904
2023-08-07T15:08:18.505;815
2023-08-07T15:08:19.320;814
2023-08-07T15:08:20.134;852
2023-08-07T15:08:20.986;911
2023-08-07T15:08:21.897;956
2023-08-07T15:08:22.853;939
2023-08-07T15:08:23.792;868
2023-08-07T15:08:24.660;811
2023-08-07T15:08:25.471;819
2023-08-07T15:08:26.290;846
2023-08-07T15:08:27.136;906
2023-08-07T15:08:28.042;933
2023-08-07T15:08:28.975;903
2023-08-07T15:08:29.878;843
2023-08-07T15:08:30.721;838
2023-08-07T15:08:31.559;879
2023-08-07T15:08:32.438;920
2023-08-07T15:08:33.358;959
2023-08-07T15:08:34.317;907
2023-08-07T15:08:35.224;840
2023-08-07T15:08:36.064;830
2023-08-07T15:08:36.894;864
2023-08-07T15:08:37.758;902
2023-08-07T15:08:38.660;909
2023-08-07T15:08:39.569;867
2023-08-07T15:08:40.436;817
2023-08-07T15:08:41.253;810
2023-08-07T15:08:42.063;846
2023-08-07T15:08:42.909;868
2023-08-07T15:08:43.777;863
2023-08-07T15:08:44.640;824
2023-08-07T15:08:45.464;792
2023-08-07T15:08:46.256;790
2023-08-07T15:08:47.046;816
2023-08-07T15:08:47.862;876
2023-08-07T15:08:48.738;916
2023-08-07T15:08:49.654;895
2023-08-07T15:08:50.549;815
2023-08-07T15:08:51.364;807
2023-08-07T15:08:52.171;837
2023-08-07T15:08:53.008;866
2023-08-07T15:08:53.874;878
2023-08-07T15:08:54.752;905
2023-08-07T15:08:55.657;819
2023-08-07T15:08:56.476;807
2023-08-07T15:08:57.283;812
2023-08-07T15:08:58.095;834
2023-08-07T15:08:58.929;822
2023-08-07T15:08:59.751;886
2023-08-07T15:09:00.637;870
2023-08-07T15:09:01.507;809
2023-08-07T15:09:02.316;813
2023-08-07T15:09:03.129;850
2023-08-07T15:09:03.979;912
2023-08-07T15:09:04.891;942
2023-08-07T15:09:05.833;929
2023-08-07T15:09:06.762;821
2023-08-07T15:09:07.583;813
2023-08-07T15:09:08.396;850
2023-08-07T15:09:09.246;913
2023-08-07T15:09:10.159;897
2023-08-07T15:09:11.056;875
2023-08-07T15:09:11.931;815
2023-08-07T15:09:12.746;813
2023-08-07T15:09:13.559;847
2023-08-07T15:09:14.406;888
2023-08-07T15:09:15.294;905
2023-08-07T15:09:16.199;870
2023-08-07T15:09:17.069;792
2023-08-07T15:09:17.861;786
2023-08-07T15:09:18.647;786
2023-08-07T15:09:19.433;813
2023-08-07T15:09:20.246;844
2023-08-07T15:09:21.090;818
2023-08-07T15:09:21.908;756
2023-08-07T15:09:22.664;746
2023-08-07T15:09:23.410;719
2023-08-07T15:09:24.129;696
2023-08-07T15:09:24.825;693
2023-08-07T15:09:25.518;771
2023-08-07T15:09:26.289;831
2023-08-07T15:09:27.120;808
2023-08-07T15:09:27.928;750
2023-08-07T15:09:28.678;716
2023-08-07T15:09:29.394;733
2023-08-07T15:09:30.127;746
2023-08-07T15:09:30.873;770
2023-08-07T15:09:31.643;829
2023-08-07T15:09:32.472;873
2023-08-07T15:09:33.345;893
2023-08-07T15:09:34.238;826
2023-08-07T15:09:35.064;783
2023-08-07T15:09:35.847;791
2023-08-07T15:09:36.638;842
2023-08-07T15:09:37.480;896
2023-08-07T15:09:38.376;916
2023-08-07T15:09:39.292;825
2023-08-07T15:09:40.117;820
2023-08-07T15:09:40.937;849
2023-08-07T15:09:41.786;928
2023-08-07T15:09:42.714;943
2023-08-07T15:09:43.657;919
2023-08-07T15:09:44.576;826
2023-08-07T15:09:45.402;813
2023-08-07T15:09:46.215;840
2023-08-07T15:09:47.055;866
2023-08-07T15:09:47.921;896
2023-08-07T15:09:48.817;932
2023-08-07T15:09:49.749;826
2023-08-07T15:09:50.575;830
2023-08-07T15:09:51.405;868
2023-08-07T15:09:52.273;879
2023-08-07T15:09:53.152;897
2023-08-07T15:09:54.049;855
2023-08-07T15:09:54.904;824
2023-08-07T15:09:55.728;826
2023-08-07T15:09:56.554;856
2023-08-07T15:09:57.410;909
2023-08-07T15:09:58.319;878
2023-08-07T15:09:59.197;837
2023-08-07T15:10:00.034;767
2023-08-07T15:10:00.801;765
2023-08-07T15:10:01.566;771
2023-08-07T15:10:02.337;799
2023-08-07T15:10:03.136;869
2023-08-07T15:10:04.005;887
2023-08-07T15:10:04.892;828
2023-08-07T15:10:05.720;766
2023-08-07T15:10:06.486;755
2023-08-07T15:10:07.241;731
2023-08-07T15:10:07.972;698
2023-08-07T15:10:08.670;723
2023-08-07T15:10:09.393;1560
2023-08-07T15:10:10.953;733
2023-08-07T15:10:11.686;720
2023-08-07T15:10:12.406;701
2023-08-07T15:10:13.107;716
2023-08-07T15:10:13.823;695
2023-08-07T15:10:14.518;688
2023-08-07T15:10:15.206;694
2023-08-07T15:10:15.900;674
2023-08-07T15:10:16.574;645
2023-08-07T15:10:17.219;628
2023-08-07T15:10:17.847;627
2023-08-07T15:10:18.474;614
2023-08-07T15:10:19.088;596
2023-08-07T15:10:19.684;587
2023-08-07T15:10:20.271;580
